19,773
18,581
20,272
22,669
23,137
23,741
23,600
26,847
26,466
30,787
28,559
34,806
35,687
37,293
35,252
33,872
37,115
41,241
47,658
41,838
45,721
53,69
49,859
60,877
47,699
54,745
54,205
54,498
53,358
63,526
56,433
57,85
60,302
55,344
64,811
66,612
68,279
69,354
69,396
72,416
74,748
75,266
74,722
76,698
80,595
75,377
77,113
78,156
83,172
80,210
84,813
88,672
88,326
91,844
82,860
87,74
86,728
90,797
94,31
94,132
96,489
95,517
100,615
102,720
106,473
104,757
116,458
104,854
108,706
115,432
117,384
125,585
114,600
110,797
113,811
113,500
117,569
122,645
121,293
125,273
122,554
131,363
128,402
128,699
123,856
130,311
127,341
129,717
130,603
137,771
128,18
134,200
132,505
134,328
142,492
139,457
147,563
146,682
149,382
146,655
144,473
147,707
158,235
148,583
151,168
152,322
161,460
161,644
162,190
167,299
171,279
176,116
181,874
172,520
171,709
176,208
178,155
176,745
176,386
184,720
185,795
180,229
184,467
178,644
188,168
193,623
190,758
186,361
192,684
188,735
194,484
198,600
197,131
199,306
204,554
198,434
196,505
198,448
206,795
204,569
208,689
216,848
209,324
218,758
218,510
208,582
214,642
219,731
212,116
222,292
212,573
219,126
233,699
220,158
225,233
232,536
224,412
225,480
237,212
228,318
236,815
239,345
241,461
232,557
234,868
241,385
236,486
241,246
240,369
242,269
247,435
242,111
245,154
243,315
246,284
248,136
247,176
257,867
257,322
250,644
254,544
253,781
254,499
261,715
258,301
260,810
262,631
264,71
265,162
260,650
268,429
269,671
268,186
273,341
275,469
273,696
276,394
286,256
281,320
283,789
276,298
290,680
280,710
281,192
291,814
287,747
283,377
285,723
283,353
297,574
292,116
298,139
297,185
304,420
304,217
307,383
313,615
313,79
311,165
307,394
306,497
308,832
314,458
311,482
309,748
320,258
319,290
326,326
315,782
317,752
316,332
324,493
322,508
329,228
332,664
333,866
331,845
335,735
339,679
346,783
353,208
359,237
355,407
358,612
358,744
361,299
360,381
361,705
359,425
362,728
370,668
376,774
365,448
375,520
369,187
372,167
370,569
376,850
371,314
373,834
381,152
379,229
380,329
386,351
385,606
384,263
391,567
387,181
396,286
396,165
399,376
392,619
395,210
403,651
398,253
403,150
402,185
412,755
403,493
410,846
412,605
418,141
421,252
421,676
429,813
433,187
426,872
428,365
425,614
431,316
430,700
430,475
436,411
438,528
439,562
435,645
443,225
439,705
455,461
448,728
447,118
454,336
455,363
457,841
456,869
460,775
456,823
462,492
469,402
467,619
467,599
473,170
473,206
473,506
487,112
478,151
480,251
484,539
486,298
480,513
485,468
481,739
488,640
489,800
485,337
486,349
500,695
498,91
507,137
510,788
503,178
511,155
509,307
509,110
511,345
514,584
519,863
523,549
526,724
528,198
515,380
519,614
519,427
528,286
523,117
524,101
527,148
533,483
535,814
537,588
534,123
551,219
537,171
540,91
541,503
547,643
548,153
557,259
556,564
554,351
558,728
559,785
554,129
558,323
557,284
560,441
563,510
562,879
562,659
569,301
573,812
575,850
585,619
567,363
580,467
572,250
575,387
589,326
581,124
594,141
593,808
596,118
600,427
600,774
598,378
597,189
607,700
608,854
607,476
613,726
609,200
616,157
614,137
621,584
612,229
615,242
620,400
620,348
615,228
621,209
624,368
624,178
632,537
637,778
636,666
632,248
645,731
633,201
638,827
635,396
635,215
644,488
645,298
639,227
645,624
646,359
643,876
646,138
646,276
657,411
644,155
650,189
649,335
663,383
655,219
658,171
668,610
664,839
664,758
658,280
666,533
673,440
672,162
672,349
674,334
675,137
676,189
679,290
680,494
686,852
689,809
685,510
687,406
689,312
690,636
685,376
690,170
690,119
691,325
695,360
707,862
702,381
702,349
711,436
715,668
718,135
710,169
714,328
712,508
722,748
719,239
725,281
718,356
727,774
717,555
722,373
720,399
726,640
722,342
727,610
734,517
735,460
731,589
728,410
731,199
742,145
739,360
748,838
740,228
739,380
742,408
749,292
746,690
746,205
746,250
751,399
751,373
