16,730
20,869
18,342
25,452
19,616
30,509
29,545
27,655
30,429
34,713
34,733
29,609
32,684
34,474
36,669
35,825
39,856
42,572
46,842
45,367
44,490
46,762
45,429
47,819
56,626
58,263
50,551
55,676
58,315
59,744
58,288
58,562
55,411
58,373
57,410
61,707
64,726
75,585
73,443
66,461
67,849
68,396
73,686
75,329
78,732
78,671
81,818
81,458
84,627
84,840
87,480
91,538
91,695
89,606
92,796
89,517
96,272
92,676
91,871
96,463
94,503
91,855
93,709
92,858
97,171
98,253
102,517
97,612
97,817
106,877
103,338
106,703
106,757
105,801
116,851
111,291
110,175
116,505
114,557
112,600
111,778
113,798
115,221
116,764
117,327
116,813
122,741
121,648
123,475
126,463
129,608
131,708
131,521
130,360
129,662
129,165
133,405
135,559
136,676
137,447
134,538
137,293
139,339
140,379
142,176
142,616
141,799
143,827
146,253
149,311
150,844
153,445
150,780
160,159
155,348
157,479
163,675
157,687
159,699
168,872
162,302
161,215
164,454
165,593
166,770
167,318
167,517
168,708
168,530
173,809
168,372
169,286
168,204
173,471
169,621
175,442
177,740
181,215
178,351
188,719
179,774
181,271
184,643
181,393
186,159
183,669
182,489
189,521
190,320
190,782
197,293
191,858
190,470
191,811
196,697
201,201
201,260
201,331
198,400
200,524
201,791
205,749
207,775
208,176
209,630
215,310
218,186
226,264
217,809
221,327
222,440
220,753
220,653
221,699
227,376
228,588
222,779
229,521
228,226
231,671
235,869
239,237
234,208
239,858
236,196
239,442
238,494
240,689
241,629
241,724
242,372
244,508
245,540
242,777
245,815
248,457
247,469
247,149
251,401
252,135
253,429
252,635
253,767
249,680
254,606
255,711
257,619
258,801
260,586
258,875
261,298
263,556
261,857
268,602
268,412
268,108
268,239
265,861
270,782
270,623
270,652
271,729
278,815
277,173
272,576
281,400
280,434
288,701
282,599
284,485
288,794
284,757
286,303
292,275
291,772
287,137
287,382
288,661
292,835
294,876
299,720
304,169
301,648
300,390
300,681
305,432
308,522
306,570
310,503
312,671
309,817
312,308
310,321
312,710
312,739
311,788
315,563
318,390
322,530
324,614
320,415
322,262
321,281
323,870
326,92
330,142
323,176
325,250
326,354
322,743
326,673
328,508
330,331
332,722
336,183
338,314
342,516
340,544
341,197
339,432
344,650
342,801
343,343
340,532
344,747
338,368
343,821
342,268
345,456
347,616
347,372
345,294
351,90
349,716
352,276
357,389
356,676
357,595
355,188
360,155
356,526
355,113
357,248
357,509
364,789
358,201
364,577
366,556
368,718
364,290
369,419
365,536
369,749
369,837
373,505
373,297
370,659
375,765
377,523
375,627
377,179
383,221
385,404
385,270
390,314
383,542
385,668
386,196
392,654
386,374
387,516
393,565
387,736
387,340
391,150
392,546
397,615
409,453
398,701
402,294
404,859
405,186
405,389
403,877
415,664
409,742
412,274
408,232
417,592
415,109
419,127
417,308
413,715
420,556
419,609
419,834
419,85
420,420
422,625
424,868
421,521
425,537
423,361
424,382
428,680
436,109
433,703
434,212
437,595
437,754
445,419
443,332
441,574
437,824
442,95
444,514
445,137
443,292
441,181
445,689
447,167
454,546
449,857
452,469
454,497
450,585
458,114
457,527
459,652
455,397
457,272
459,91
463,149
461,619
465,633
462,410
461,305
469,437
468,261
471,821
467,320
473,280
473,94
469,335
475,202
477,517
473,732
476,467
477,79
481,653
486,725
485,429
485,767
485,598
487,858
493,831
487,240
491,319
491,479
490,116
486,389
490,367
492,615
493,257
489,378
498,451
491,561
495,130
499,292
494,399
495,667
499,247
504,637
502,784
506,331
512,71
509,181
505,260
511,311
513,620
510,677
513,273
513,565
513,543
518,841
520,351
522,400
517,709
525,512
522,634
524,862
523,225
521,589
525,367
526,278
527,604
530,544
530,817
528,239
528,257
532,105
530,526
538,91
542,460
544,565
543,206
543,792
543,763
545,332
546,531
542,860
552,159
550,591
551,74
547,196
556,444
551,549
558,418
558,136
560,345
560,365
563,396
561,322
561,867
564,109
570,820
565,549
570,172
570,803
573,206
578,773
576,291
572,528
576,724
577,847
583,223
578,605
586,112
583,125
584,240
581,828
582,182
585,541
591,93
582,857
593,433
589,145
588,507
589,598
589,285
595,465
599,201
599,845
598,182
599,260
593,524
597,765
599,328
600,559
605,537
610,353
615,652
612,565
614,143
617,158
612,774
615,861
616,68
614,236
620,331
621,414
617,484
619,114
626,623
618,381
619,794
625,252
619,460
625,834
628,127
627,695
625,743
627,878
636,854
631,152
631,72
632,475
634,504
641,268
635,378
641,486
639,392
641,830
649,871
647,277
644,809
655,443
648,338
651,798
663,380
659,245
660,630
657,794
663,80
660,95
664,527
662,131
666,476
663,490
665,850
666,328
663,828
670,357
667,102
670,810
672,871
684,433
677,849
676,112
676,827
681,539
680,791
684,385
680,467
680,337
683,407
684,80
685,129
685,814
687,350
688,505
690,845
694,119
690,669
693,745
701,337
703,809
707,838
705,352
708,82
719,275
715,94
714,127
725,302
721,663
725,751
729,723
729,705
730,137
731,594
731,343
730,320
744,99
738,291
743,757
740,175
741,267
746,733
746,508
748,332
750,390
