16,363
20,420
19,841
23,586
25,324
19,338
28,545
26,57
25,659
22,482
23,779
32,631
34,440
40,506
44,823
37,360
46,68
49,534
50,396
57,358
56,458
58,325
61,213
63,799
62,823
67,543
61,154
67,591
66,27
69,486
68,566
73,849
80,235
81,790
78,289
82,78
86,90
89,340
87,399
86,552
92,142
91,510
97,440
93,816
95,301
93,620
100,259
109,387
107,791
109,410
111,317
114,486
114,840
115,815
122,202
118,781
133,227
136,35
135,138
140,405
132,741
143,383
145,432
142,518
142,549
148,612
148,845
143,262
146,248
156,822
154,211
156,451
157,162
168,348
168,291
168,415
166,124
174,239
171,272
169,562
172,380
170,829
173,547
178,449
185,765
186,134
188,584
191,547
196,526
201,18
194,384
200,722
194,741
195,371
202,585
210,40
211,72
212,484
215,784
216,496
216,871
219,818
227,594
222,118
224,628
222,526
234,63
231,475
234,356
237,803
242,144
243,852
240,491
248,769
247,120
247,608
248,33
251,549
253,390
254,365
254,802
257,701
256,159
263,347
264,444
261,229
264,844
261,586
270,124
271,606
268,467
277,407
274,867
276,659
279,246
284,550
279,850
284,267
291,100
284,336
284,313
282,630
282,646
298,576
297,237
298,347
301,202
299,803
304,176
308,593
302,637
303,41
310,825
312,513
311,535
317,159
311,788
320,844
327,132
327,183
326,241
324,425
325,555
320,792
319,390
328,872
329,310
330,750
335,511
340,209
339,823
343,80
348,877
347,406
350,740
351,223
357,584
359,110
360,153
357,379
352,686
359,343
354,435
353,359
361,838
360,466
357,776
365,521
365,724
364,757
371,861
372,418
378,312
378,458
379,825
378,201
382,403
385,755
382,113
390,536
391,263
393,626
390,127
394,730
389,802
391,871
396,417
400,511
400,645
397,184
394,475
399,223
403,588
408,815
403,827
415,128
413,720
413,843
409,871
415,540
432,219
422,610
425,673
420,467
423,439
421,101
421,563
425,509
429,187
430,759
443,51
437,582
440,850
441,154
443,468
442,443
446,731
447,23
445,789
446,502
448,119
451,543
454,633
456,402
455,804
453,131
453,227
456,761
461,373
466,865
466,600
465,186
469,839
468,643
472,790
471,726
471,385
469,487
478,567
473,30
476,756
479,518
479,665
480,824
485,854
481,100
486,544
488,449
484,124
499,726
498,779
499,615
495,801
507,547
507,829
516,577
514,877
514,31
511,199
521,628
535,727
524,771
526,796
527,851
527,402
539,830
531,502
531,645
538,879
534,377
544,488
545,400
551,52
551,646
549,357
549,173
557,752
553,96
555,421
560,219
563,380
567,553
566,874
561,530
572,835
573,508
570,362
576,616
573,678
573,599
582,139
579,736
581,791
578,425
583,721
578,100
583,571
588,648
585,227
587,207
594,459
593,600
592,765
595,865
593,503
602,539
599,677
605,101
609,224
616,842
613,728
611,649
622,803
615,779
616,592
617,871
629,163
625,43
626,459
629,489
634,432
638,245
635,539
640,603
634,871
638,402
648,498
645,90
642,667
648,520
652,544
651,215
653,174
654,374
658,46
655,341
658,677
661,589
663,698
664,513
665,562
667,731
667,607
672,203
669,266
674,662
675,413
678,21
678,58
686,244
685,31
686,117
694,672
693,449
694,616
695,481
693,768
697,131
702,382
697,551
704,649
699,709
698,359
705,528
706,308
708,857
711,405
711,447
710,704
713,472
720,152
724,608
727,554
724,483
731,397
734,434
731,688
731,765
732,763
740,495
745,878
741,631
749,518
746,189
747,293
743,657
747,408
746,652
