18,870
16,61
25,851
26,243
36,509
29,542
32,184
35,337
43,496
42,724
41,530
46,278
43,549
56,134
52,484
51,513
53,257
62,329
61,502
75,369
67,481
70,520
75,237
78,496
84,280
79,474
88,508
88,168
92,814
91,470
94,868
98,493
101,847
104,243
105,371
104,458
106,823
117,330
109,508
111,864
115,838
132,172
118,234
119,494
122,879
122,282
125,814
125,860
132,512
137,124
135,493
135,277
146,184
137,879
142,821
144,846
147,330
147,784
148,474
148,867
154,675
166,644
161,657
159,853
160,494
164,821
164,32
170,60
166,673
172,478
172,626
171,692
170,255
172,836
172,599
175,495
183,579
176,662
181,711
185,564
182,671
191,546
186,596
189,479
200,498
191,617
194,584
194,690
196,668
207,520
205,562
208,649
211,665
222,636
220,612
221,857
223,346
232,603
228,357
232,649
234,540
239,567
244,493
251,582
248,360
246,339
260,521
264,566
274,536
271,551
276,196
272,389
291,102
289,326
289,553
295,531
304,546
308,176
311,533
322,106
324,550
328,537
334,228
328,513
333,707
347,26
344,70
352,81
350,542
350,409
355,561
357,108
371,53
367,120
371,535
369,166
371,23
375,72
376,576
381,546
380,96
379,377
379,362
393,136
387,588
394,117
391,557
397,570
413,145
406,592
408,582
408,177
414,352
411,430
417,570
423,425
429,589
436,548
437,565
438,172
442,151
443,207
449,375
454,562
458,165
467,147
470,181
471,564
469,360
485,158
480,432
491,560
491,190
493,574
497,176
506,155
505,562
516,32
508,438
511,219
513,620
516,524
515,172
518,585
524,50
527,601
528,184
529,288
535,871
540,84
532,166
538,205
541,32
538,397
542,587
541,547
544,836
542,607
546,174
549,852
551,58
546,550
555,187
557,792
558,811
555,458
561,598
562,99
560,827
563,582
566,861
569,837
573,110
569,73
569,192
573,780
583,379
575,800
579,764
585,612
582,430
582,847
597,741
584,822
583,700
599,629
593,788
591,61
591,129
596,114
595,698
599,720
597,768
597,803
603,203
605,649
600,816
611,96
600,182
600,835
602,445
608,685
612,666
605,158
605,866
613,809
617,146
616,181
618,703
620,63
621,600
625,801
627,128
628,113
636,614
639,757
635,774
638,197
639,798
638,707
644,148
650,390
650,530
646,672
650,807
650,745
652,775
654,793
651,878
659,754
665,689
667,821
673,850
666,784
668,870
672,751
675,224
679,809
680,786
681,379
682,723
687,832
685,870
692,740
694,855
695,825
698,236
703,733
702,879
702,424
701,840
710,255
711,519
709,413
710,453
715,771
727,285
732,830
731,526
743,343
741,358
748,756
749,827
749,840
